datetime,water_flow
2021-02-26 17:43:21.136219,2.04956011730205
2021-02-26 17:43:23.135088,2.04398826979472
2021-02-26 17:43:25.140814,2.04956011730205
2021-02-26 17:44:02.343442,2.04956011730205
2021-02-26 17:44:12.34935,2.04398826979472
2021-02-26 17:44:22.356842,2.04398826979472
2021-02-26 17:44:32.36609,2.04956011730205
2021-02-26 17:44:42.371971,2.04398826979472
2021-02-26 17:44:52.378512,2.04956011730205
2021-02-26 17:45:02.384678,2.04398826979472
2021-02-26 17:45:12.390562,2.04398826979472
2021-02-26 17:45:22.396617,2.04398826979472
2021-02-26 17:45:32.402811,2.04956011730205
2021-02-26 17:45:42.408659,2.04956011730205
2021-02-26 17:45:52.414046,2.04956011730205
2021-02-26 17:46:02.421152,2.04956011730205
2021-02-26 17:46:12.426619,2.04956011730205
2021-02-26 17:46:22.437374,2.04398826979472
2021-02-26 17:46:32.443033,2.04398826979472
2021-02-26 17:46:42.449009,2.04956011730205
2021-02-26 17:46:52.454452,2.04956011730205
2021-02-26 17:47:02.460641,2.04956011730205
2021-02-26 17:47:12.466754,2.04956011730205
2021-02-26 17:47:22.472469,2.04956011730205
2021-02-26 17:47:32.47875,2.04956011730205
2021-02-26 17:47:42.485581,2.04398826979472
2021-02-26 17:47:52.490732,2.04956011730205
2021-02-26 17:48:02.497327,2.04956011730205
2021-02-26 17:48:12.507156,2.04956011730205
2021-02-26 17:48:22.508994,2.04398826979472
2021-02-26 17:48:32.518409,2.04956011730205
2021-02-26 17:48:42.521705,2.04956011730205
2021-02-26 17:48:52.531268,2.04398826979472
2021-02-26 17:49:02.537209,2.04398826979472
2021-02-26 17:49:12.543601,2.04956011730205
2021-02-26 17:49:22.548042,2.04956011730205
2021-02-26 17:49:32.555253,2.04398826979472
2021-02-26 17:49:42.560989,2.04398826979472
2021-02-26 17:49:52.567096,2.04398826979472
2021-02-26 17:50:02.572715,2.04956011730205
2021-02-26 17:50:12.579157,2.04956011730205
2021-02-26 17:50:22.584863,2.04956011730205
2021-02-26 17:50:32.590772,2.04398826979472
2021-02-26 17:50:42.601958,2.04956011730205
2021-02-26 17:50:52.608533,2.04398826979472
2021-02-26 17:51:02.61387,2.04956011730205
2021-02-26 17:51:12.61924,2.04398826979472
2021-02-26 17:51:22.625383,2.04956011730205
2021-02-26 17:51:32.631885,2.04398826979472
2021-02-26 17:51:42.637683,2.04956011730205
2021-02-26 17:51:52.643567,2.04398826979472
2021-02-26 17:52:02.648734,2.04956011730205
2021-02-26 17:52:12.655294,2.04956011730205
2021-02-26 17:52:22.661238,2.04956011730205
2021-02-26 17:52:32.668033,2.04956011730205
2021-02-26 17:52:42.677197,2.04956011730205
2021-02-26 17:57:02.840423,2.04956011730205
2021-02-26 17:57:12.844577,2.04956011730205
2021-02-26 17:57:22.854704,2.04956011730205
2021-02-26 17:57:32.860015,2.04956011730205
2021-02-26 17:57:42.866798,2.04956011730205
2021-02-26 17:57:52.872876,2.04398826979472
2021-02-26 17:58:02.879266,2.04398826979472
2021-02-26 17:58:12.883974,2.04956011730205
2021-02-26 17:58:22.891149,2.04398826979472
2021-02-26 17:58:32.897374,2.04398826979472
2021-02-26 17:58:42.904468,2.04956011730205
2021-02-26 17:58:52.908976,2.04956011730205
2021-02-26 17:59:02.915685,2.14428152492669
2021-02-26 17:59:12.920718,2.14428152492669
2021-02-26 17:59:22.927133,2.14985337243402
2021-02-26 17:59:32.933689,2.02727272727273
2021-02-26 17:59:42.942414,2.02727272727273
2021-02-26 17:59:52.951088,2.02727272727273
2021-02-26 18:00:02.955839,2.02727272727273
2021-02-26 18:00:12.961055,2.02727272727273
2021-02-26 18:00:22.966919,2.02727272727273
2021-02-26 18:00:32.973307,2.02727272727273
2021-02-26 18:00:42.979262,2.02727272727273
2021-02-26 18:00:52.985344,2.03284457478006
2021-02-26 18:01:02.991528,2.02727272727273
2021-02-26 18:01:12.996754,2.02727272727273
2021-02-26 18:01:23.003614,2.02727272727273
2021-02-26 18:01:33.010239,2.02727272727273
2021-02-26 18:01:43.01512,2.02727272727273
2021-02-26 18:01:53.021241,2.02727272727273
2021-02-26 18:02:03.031328,2.02727272727273
2021-02-26 18:02:13.037568,2.02727272727273
2021-02-26 18:02:23.043469,2.02727272727273
2021-02-26 18:02:33.049198,2.02727272727273
2021-02-26 18:02:43.055716,2.02727272727273
2021-02-26 18:02:53.06268,2.02727272727273
2021-02-26 18:03:03.067943,2.02727272727273
2021-02-26 18:03:13.074316,2.02727272727273
2021-02-26 18:03:23.080253,2.02727272727273
2021-02-26 18:03:33.08542,2.02727272727273
2021-02-26 18:03:43.092069,2.02727272727273
2021-02-26 18:03:53.09799,2.02727272727273
2021-02-26 18:04:03.107556,2.02727272727273
2021-02-26 18:04:13.109228,2.02727272727273
2021-02-26 18:04:23.120052,2.02727272727273
2021-02-26 18:04:33.126056,2.02727272727273
2021-02-26 18:04:43.13202,2.02727272727273
2021-02-26 18:04:53.139141,2.02727272727273
2021-02-26 18:05:03.14404,2.02727272727273
2021-02-26 18:05:13.150029,2.02727272727273
2021-02-26 18:05:23.156409,2.02727272727273
2021-02-26 18:05:33.162553,2.02727272727273
2021-02-26 18:05:43.16765,2.02727272727273
2021-02-26 18:05:53.174504,2.02727272727273
2021-02-26 18:06:03.180489,2.02727272727273
2021-02-26 18:06:13.18605,2.02727272727273
2021-02-26 18:06:23.194984,2.02727272727273
2021-02-26 18:06:33.202043,2.02727272727273
2021-02-26 18:06:43.208119,2.02727272727273
2021-02-26 18:06:53.213904,2.02727272727273
2021-02-26 18:07:03.220849,2.02727272727273
2021-02-26 18:07:13.226468,2.02727272727273
2021-02-26 18:07:23.232546,2.02727272727273
2021-02-26 18:07:33.238571,2.02727272727273
2021-02-26 18:07:43.244173,2.02727272727273
2021-02-26 18:07:53.250764,2.02727272727273
2021-02-26 18:08:03.257808,2.02727272727273
2021-02-26 18:08:13.262353,2.02727272727273
2021-02-26 18:08:23.267351,2.02727272727273
2021-02-26 18:08:33.278427,2.02727272727273
2021-02-26 18:08:43.280683,2.02727272727273
2021-02-26 18:08:53.290917,2.02727272727273
2021-02-26 18:09:03.296369,2.02727272727273
2021-02-26 18:09:13.303143,2.02727272727273
2021-02-26 18:09:23.308113,2.02727272727273
2021-02-26 18:09:33.315236,2.02727272727273
2021-02-26 18:09:43.320493,2.02727272727273
2021-02-26 18:09:53.326758,2.02727272727273
2021-02-26 18:10:03.332403,2.02727272727273
2021-02-26 18:10:13.338829,2.02727272727273
2021-02-26 18:10:23.344762,2.02727272727273
2021-02-26 18:10:33.351233,2.02727272727273
2021-02-26 18:10:43.360943,2.02727272727273
2021-02-26 18:10:53.363504,2.02727272727273
2021-02-26 18:11:03.373131,2.02727272727273
2021-02-26 18:11:13.378724,2.02727272727273
2021-02-26 18:11:23.385151,2.02727272727273
2021-02-26 18:11:33.391504,2.02727272727273
2021-02-26 18:11:43.396615,2.02727272727273
2021-02-26 18:11:53.40352,2.02727272727273
2021-02-26 18:12:03.408942,2.02727272727273
2021-02-26 18:12:13.415383,2.03284457478006
2021-02-26 18:12:23.420864,2.03284457478006
2021-02-26 18:12:33.427511,2.02727272727273
2021-02-26 18:12:43.435052,2.03284457478006
2021-02-26 18:12:53.43909,2.02727272727273
2021-02-26 18:13:03.449678,2.02727272727273
2021-02-26 18:13:13.455392,2.03284457478006
2021-02-26 18:13:23.461709,2.03284457478006
2021-02-26 18:13:33.468081,2.02727272727273
2021-02-26 18:13:43.473821,2.02727272727273
2021-02-26 18:13:53.479548,2.02727272727273
2021-02-26 19:33:14.240185,2.06070381231672
2021-02-26 19:33:24.250159,2.06070381231672
2021-02-26 19:33:34.256216,2.06070381231672
2021-02-26 19:34:04.274168,2.06070381231672
2021-02-26 19:34:14.280181,2.06070381231672
2021-02-26 19:34:24.286148,2.06070381231672
2021-02-26 19:35:04.310677,2.06070381231672
2021-02-26 19:35:14.316178,2.06070381231672
2021-02-26 19:39:04.45825,2.06070381231672
2021-02-26 19:39:14.46425,2.06070381231672
2021-02-26 21:25:20.818059,55.2
